date,year,month,region,industry,salary_uah
2021-11-01,2021,11,Україна,Сільське господарство та надання пов'язаних із ними послуг,11499.0
2021-11-01,2021,11,Україна,Виробництво коксу та продуктів нафтоперероблення,17881.0
2021-11-01,2021,11,Україна,"Сільське господарство, лісове господарство та рибне господарство",11964.0
2021-11-01,2021,11,Україна,Виробництво хімічних речовин і хімічної продукції,13624.0
2021-11-01,2021,11,Україна,"Функціювання бібліотек, архівів, музеїв та інших закладів культури",10197.0
2021-11-01,2021,11,Україна,Водний транспорт,14372.0
2021-11-01,2021,11,Україна,"Виробництво комп'ютерів, електронної та оптичної продукції",14669.0
2021-11-01,2021,11,Україна,Поштова та кур'єрська діяльність,8058.0
2021-11-01,2021,11,Україна,Наукові дослідження та розробки,14762.0
2021-11-01,2021,11,Україна,Охорона здоров'я,11530.0
2021-11-01,2021,11,Україна,"Виробництво машин і устатковання, н.в.і.у.",12860.0
2021-11-01,2021,11,Україна,Тимчасове розміщування й організація харчування,8433.0
2021-11-01,2021,11,Україна,"Виробництво автотранспортних засобів, причепів і напівпричепів та інших транспортних засобів",13329.0
2021-11-01,2021,11,Україна,Переробна промисловість,13254.0
2021-11-01,2021,11,Україна,"Текстильне виробництво, виробництво одягу, шкіри, виробів зі шкіри та інших матеріалів",8634.0
2021-11-01,2021,11,Україна,Добувна промисловість і розроблення кар'єрів,18988.0
2021-11-01,2021,11,Україна,Фінансова та страхова діяльність,23322.0
2021-11-01,2021,11,Україна,"Виробництво харчових продуктів, напоїв і тютюнових виробів",12268.0
2021-11-01,2021,11,Україна,"Постачання електроенергії, газу, пари та кондиційованого повітря",18980.0
2021-11-01,2021,11,Україна,Промисловість,14614.0
2021-11-01,2021,11,Україна,"Виробництво гумових і пластмасових виробів, іншої неметалевої мінеральної продукції",12633.0
2021-11-01,2021,11,Україна,"Металургійне виробництво, виробництво готових металевих виробів, крім машин і устатковання",15977.0
2021-11-01,2021,11,Україна,Будівництво,11136.0
2021-11-01,2021,11,Україна,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,13264.0
2021-11-01,2021,11,Україна,"Виробництво меблів, іншої продукції; ремонт і монтаж машин і устатковання",12963.0
2021-11-01,2021,11,Україна,"Водопостачання; каналізація, поводження з відходами",10884.0
2021-11-01,2021,11,Україна,"Транспорт, складське господарство, поштова та кур'єрська діяльність",13585.0
2021-11-01,2021,11,Україна,Інформація та телекомунікації,25130.0
2021-11-01,2021,11,Україна,"Виготовлення виробів з деревини, паперу та  поліграфічна діяльність",11535.0
2021-11-01,2021,11,Дніпропетровська,Усього,13481.0
2021-11-01,2021,11,Запорізька,Усього,13507.0
2021-11-01,2021,11,Донецька,Усього,14645.0
2021-11-01,2021,11,Україна,Діяльність у сфері адміністративного та допоміжного обслуговування,10991.0
2021-11-01,2021,11,Україна,Освіта,11532.0
2021-11-01,2021,11,Київська,Усього,14007.0
2021-11-01,2021,11,Україна,Операції з нерухомим майном,10938.0
2021-11-01,2021,11,Україна,Усього,13705.0
2021-11-01,2021,11,Україна,"Професійна, наукова та технічна діяльність",18879.0
2021-11-01,2021,11,Україна,Надання інших видів послуг,13050.0
2021-11-01,2021,11,Україна,"Мистецтво, спорт, розваги та відпочинок",12238.0
2021-11-01,2021,11,Україна,Охорона здоров'я та надання соціальної допомоги,11329.0
2021-11-01,2021,11,Івано-Франківська,Усього,11807.0
2021-11-01,2021,11,Україна,Державне управління й оборона; обов'язкове соціальне страхування,18340.0
2021-11-01,2021,11,Львівська,Усього,12285.0
2021-11-01,2021,11,Київ,Усього,19994.0
2021-11-01,2021,11,Одеська,Усього,12050.0
2021-11-01,2021,11,Харківська,Усього,11799.0
2021-11-01,2021,11,Полтавська,Усього,12719.0
2021-12-01,2021,12,Україна,Складське господарство та допоміжна діяльність у сфері транспорту,14961.0
2021-12-01,2021,12,Україна,Авіаційний транспорт,28506.0
2021-12-01,2021,12,Україна,Наземний і трубопровідний транспорт,13121.0
2021-12-01,2021,12,Україна,"Діяльність у сфері творчості, мистецтва та розваг",11315.0
2021-12-01,2021,12,Україна,Добування кам'яного та бурого вугілля,17883.0
2021-12-01,2021,12,Україна,Виробництво електричного устатковання,12508.0
2021-12-01,2021,12,Україна,Виробництво основних фармацевтичних продуктів і фармацевтичних препаратів,24914.0
2021-12-01,2021,12,Україна,Сільське господарство та надання пов'язаних із ними послуг,11733.0
2021-12-01,2021,12,Україна,Виробництво коксу та продуктів нафтоперероблення,17966.0
2021-12-01,2021,12,Україна,"Сільське господарство, лісове господарство та рибне господарство",12287.0
2021-12-01,2021,12,Україна,Виробництво хімічних речовин і хімічної продукції,13768.0
2021-12-01,2021,12,Україна,"Функціювання бібліотек, архівів, музеїв та інших закладів культури",10462.0
2021-12-01,2021,12,Україна,Водний транспорт,14473.0
2021-12-01,2021,12,Україна,"Виробництво комп'ютерів, електронної та оптичної продукції",14997.0
2021-12-01,2021,12,Україна,Поштова та кур'єрська діяльність,8214.0
2021-12-01,2021,12,Україна,Наукові дослідження та розробки,15179.0
2021-12-01,2021,12,Україна,Охорона здоров'я,11825.0
2021-12-01,2021,12,Україна,"Виробництво машин і устатковання, н.в.і.у.",13012.0
2021-12-01,2021,12,Україна,Тимчасове розміщування й організація харчування,8543.0
2021-12-01,2021,12,Україна,"Виробництво автотранспортних засобів, причепів і напівпричепів та інших транспортних засобів",13572.0
2021-12-01,2021,12,Україна,Переробна промисловість,13432.0
2021-12-01,2021,12,Україна,"Текстильне виробництво, виробництво одягу, шкіри, виробів зі шкіри та інших матеріалів",8761.0
2021-12-01,2021,12,Україна,Добувна промисловість і розроблення кар'єрів,19309.0
2021-12-01,2021,12,Україна,Фінансова та страхова діяльність,23975.0
2021-12-01,2021,12,Україна,"Виробництво харчових продуктів, напоїв і тютюнових виробів",12448.0
2021-12-01,2021,12,Україна,"Постачання електроенергії, газу, пари та кондиційованого повітря",19752.0
2021-12-01,2021,12,Україна,Промисловість,14902.0
2021-12-01,2021,12,Україна,"Виробництво гумових і пластмасових виробів, іншої неметалевої мінеральної продукції",12776.0
2021-12-01,2021,12,Україна,"Металургійне виробництво, виробництво готових металевих виробів, крім машин і устатковання",16110.0
2021-12-01,2021,12,Україна,Будівництво,11289.0
2021-12-01,2021,12,Україна,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,13488.0
2021-12-01,2021,12,Україна,"Виробництво меблів, іншої продукції; ремонт і монтаж машин і устатковання",13139.0
2021-12-01,2021,12,Україна,"Водопостачання; каналізація, поводження з відходами",11032.0
2021-12-01,2021,12,Україна,"Транспорт, складське господарство, поштова та кур'єрська діяльність",13837.0
2021-12-01,2021,12,Україна,Інформація та телекомунікації,25530.0
2021-12-01,2021,12,Україна,"Виготовлення виробів з деревини, паперу та  поліграфічна діяльність",11725.0
2021-12-01,2021,12,Дніпропетровська,Усього,13669.0
2021-12-01,2021,12,Запорізька,Усього,13782.0
2021-12-01,2021,12,Донецька,Усього,14853.0
2021-12-01,2021,12,Україна,Діяльність у сфері адміністративного та допоміжного обслуговування,11186.0
2021-12-01,2021,12,Україна,Освіта,11817.0
2021-12-01,2021,12,Київська,Усього,14290.0
2021-12-01,2021,12,Україна,Операції з нерухомим майном,11142.0
2021-12-01,2021,12,Україна,Усього,14014.0
2021-12-01,2021,12,Україна,"Професійна, наукова та технічна діяльність",19369.0
2021-12-01,2021,12,Україна,Надання інших видів послуг,13279.0
2021-12-01,2021,12,Україна,"Мистецтво, спорт, розваги та відпочинок",12508.0
2021-12-01,2021,12,Україна,Охорона здоров'я та надання соціальної допомоги,11616.0
2021-12-01,2021,12,Івано-Франківська,Усього,11988.0
2021-12-01,2021,12,Україна,Державне управління й оборона; обов'язкове соціальне страхування,19048.0
2021-12-01,2021,12,Львівська,Усього,12530.0
2021-12-01,2021,12,Київ,Усього,20558.0
2021-12-01,2021,12,Одеська,Усього,12326.0
2021-12-01,2021,12,Харківська,Усього,12051.0
2021-12-01,2021,12,Полтавська,Усього,12988.0
2023-01-01,2023,1,Україна,Складське господарство та допоміжна діяльність у сфері транспорту,15370.0
2023-01-01,2023,1,Україна,Авіаційний транспорт,27820.0
2023-01-01,2023,1,Україна,Наземний і трубопровідний транспорт,13405.0
2023-01-01,2023,1,Україна,"Діяльність у сфері творчості, мистецтва та розваг",9704.0
2023-01-01,2023,1,Україна,Добування кам'яного та бурого вугілля,21846.0
2023-01-01,2023,1,Україна,Виробництво електричного устатковання,12600.0
2023-01-01,2023,1,Україна,Виробництво основних фармацевтичних продуктів і фармацевтичних препаратів,29179.0
2023-01-01,2023,1,Україна,Сільське господарство та надання пов'язаних із ними послуг,12357.0
2023-01-01,2023,1,Україна,Виробництво коксу та продуктів нафтоперероблення,17552.0
2023-01-01,2023,1,Україна,"Сільське господарство, лісове господарство та рибне господарство",12224.0
2023-01-01,2023,1,Україна,Виробництво хімічних речовин і хімічної продукції,12005.0
2023-01-01,2023,1,Україна,"Функціювання бібліотек, архівів, музеїв та інших закладів культури",9252.0
2023-01-01,2023,1,Україна,Водний транспорт,17528.0
2023-01-01,2023,1,Україна,"Виробництво комп'ютерів, електронної та оптичної продукції",20914.0
2023-01-01,2023,1,Україна,Поштова та кур'єрська діяльність,9437.0
2023-01-01,2023,1,Україна,Наукові дослідження та розробки,15818.0
2023-01-01,2023,1,Україна,Охорона здоров'я,13408.0
2023-01-01,2023,1,Україна,"Виробництво машин і устатковання, н.в.і.у.",10710.0
2023-01-01,2023,1,Україна,Тимчасове розміщування й організація харчування,9774.0
2023-01-01,2023,1,Україна,"Виробництво автотранспортних засобів, причепів і напівпричепів та інших транспортних засобів",16264.0
2023-01-01,2023,1,Україна,Переробна промисловість,14136.0
2023-01-01,2023,1,Україна,"Текстильне виробництво, виробництво одягу, шкіри, виробів зі шкіри та інших матеріалів",10346.0
2023-01-01,2023,1,Україна,Добувна промисловість і розроблення кар'єрів,19507.0
2023-01-01,2023,1,Україна,Фінансова та страхова діяльність,29216.0
2023-01-01,2023,1,Україна,"Виробництво харчових продуктів, напоїв і тютюнових виробів",14832.0
2023-01-01,2023,1,Україна,"Постачання електроенергії, газу, пари та кондиційованого повітря",21025.0
2023-01-01,2023,1,Україна,Промисловість,15846.0
2023-01-01,2023,1,Україна,"Виробництво гумових і пластмасових виробів, іншої неметалевої мінеральної продукції",11735.0
2023-01-01,2023,1,Україна,"Металургійне виробництво, виробництво готових металевих виробів, крім машин і устатковання",14375.0
2023-01-01,2023,1,Україна,Будівництво,9781.0
2023-01-01,2023,1,Україна,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,16496.0
2023-01-01,2023,1,Україна,"Виробництво меблів, іншої продукції; ремонт і монтаж машин і устатковання",13651.0
2023-01-01,2023,1,Україна,"Водопостачання; каналізація, поводження з відходами",13034.0
2023-01-01,2023,1,Україна,"Транспорт, складське господарство, поштова та кур'єрська діяльність",14275.0
2023-01-01,2023,1,Україна,Інформація та телекомунікації,33072.0
2023-01-01,2023,1,Україна,"Виготовлення виробів з деревини, паперу та  поліграфічна діяльність",12790.0
2023-01-01,2023,1,Дніпропетровська,Усього,14859.0
2023-01-01,2023,1,Запорізька,Усього,13946.0
2023-01-01,2023,1,Донецька,Усього,13158.0
2023-01-01,2023,1,Україна,Діяльність у сфері адміністративного та допоміжного обслуговування,13123.0
2023-01-01,2023,1,Україна,Освіта,10603.0
2023-01-01,2023,1,Київська,Усього,14470.0
2023-01-01,2023,1,Україна,Операції з нерухомим майном,13578.0
2023-01-01,2023,1,Україна,Усього,14742.0
2023-01-01,2023,1,Україна,"Професійна, наукова та технічна діяльність",20211.0
2023-01-01,2023,1,Україна,Надання інших видів послуг,16344.0
2023-01-01,2023,1,Україна,"Мистецтво, спорт, розваги та відпочинок",11109.0
2023-01-01,2023,1,Україна,Охорона здоров'я та надання соціальної допомоги,13126.0
2023-01-01,2023,1,Івано-Франківська,Усього,12183.0
2023-01-01,2023,1,Україна,Державне управління й оборона; обов'язкове соціальне страхування,18186.0
2023-01-01,2023,1,Львівська,Усього,14147.0
2023-01-01,2023,1,Київ,Усього,22206.0
2023-01-01,2023,1,Одеська,Усього,12528.0
2023-01-01,2023,1,Харківська,Усього,12263.0
2023-01-01,2023,1,Полтавська,Усього,13562.0
2023-02-01,2023,2,Україна,Складське господарство та допоміжна діяльність у сфері транспорту,15333.0
2023-02-01,2023,2,Україна,Авіаційний транспорт,29026.0
2023-02-01,2023,2,Україна,Наземний і трубопровідний транспорт,13078.0
2023-02-01,2023,2,Україна,"Діяльність у сфері творчості, мистецтва та розваг",9934.0
2023-02-01,2023,2,Україна,Добування кам'яного та бурого вугілля,22259.0
2023-02-01,2023,2,Україна,Виробництво електричного устатковання,12901.0
2023-02-01,2023,2,Україна,Виробництво основних фармацевтичних продуктів і фармацевтичних препаратів,31194.0
2023-02-01,2023,2,Україна,Сільське господарство та надання пов'язаних із ними послуг,11853.0
2023-02-01,2023,2,Україна,Виробництво коксу та продуктів нафтоперероблення,17545.0
2023-02-01,2023,2,Україна,"Сільське господарство, лісове господарство та рибне господарство",11883.0
2023-02-01,2023,2,Україна,Виробництво хімічних речовин і хімічної продукції,11875.0
2023-02-01,2023,2,Україна,"Функціювання бібліотек, архівів, музеїв та інших закладів культури",9401.0
2023-02-01,2023,2,Україна,Водний транспорт,18024.0
2023-02-01,2023,2,Україна,"Виробництво комп'ютерів, електронної та оптичної продукції",21546.0
2023-02-01,2023,2,Україна,Поштова та кур'єрська діяльність,9491.0
2023-02-01,2023,2,Україна,Наукові дослідження та розробки,15959.0
2023-02-01,2023,2,Україна,Охорона здоров'я,13502.0
2023-02-01,2023,2,Україна,"Виробництво машин і устатковання, н.в.і.у.",11025.0
2023-02-01,2023,2,Україна,Тимчасове розміщування й організація харчування,9982.0
2023-02-01,2023,2,Україна,"Виробництво автотранспортних засобів, причепів і напівпричепів та інших транспортних засобів",16573.0
2023-02-01,2023,2,Україна,Переробна промисловість,14350.0
2023-02-01,2023,2,Україна,"Текстильне виробництво, виробництво одягу, шкіри, виробів зі шкіри та інших матеріалів",10492.0
2023-02-01,2023,2,Україна,Добувна промисловість і розроблення кар'єрів,19302.0
2023-02-01,2023,2,Україна,Фінансова та страхова діяльність,32224.0
2023-02-01,2023,2,Україна,"Виробництво харчових продуктів, напоїв і тютюнових виробів",14637.0
2023-02-01,2023,2,Україна,"Постачання електроенергії, газу, пари та кондиційованого повітря",20911.0
2023-02-01,2023,2,Україна,Промисловість,15942.0
2023-02-01,2023,2,Україна,"Виробництво гумових і пластмасових виробів, іншої неметалевої мінеральної продукції",12160.0
2023-02-01,2023,2,Україна,"Металургійне виробництво, виробництво готових металевих виробів, крім машин і устатковання",14634.0
2023-02-01,2023,2,Україна,Будівництво,9916.0
2023-02-01,2023,2,Україна,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,17153.0
2023-02-01,2023,2,Україна,"Виробництво меблів, іншої продукції; ремонт і монтаж машин і устатковання",13597.0
2023-02-01,2023,2,Україна,"Водопостачання; каналізація, поводження з відходами",12985.0
2023-02-01,2023,2,Україна,"Транспорт, складське господарство, поштова та кур'єрська діяльність",14155.0
2023-02-01,2023,2,Україна,Інформація та телекомунікації,36069.0
2023-02-01,2023,2,Україна,"Виготовлення виробів з деревини, паперу та  поліграфічна діяльність",13727.0
2023-02-01,2023,2,Дніпропетровська,Усього,15671.0
2023-02-01,2023,2,Запорізька,Усього,13957.0
2023-02-01,2023,2,Донецька,Усього,13450.0
2023-02-01,2023,2,Україна,Діяльність у сфері адміністративного та допоміжного обслуговування,13055.0
2023-02-01,2023,2,Україна,Освіта,10847.0
2023-02-01,2023,2,Київська,Усього,14919.0
2023-02-01,2023,2,Україна,Операції з нерухомим майном,13529.0
2023-02-01,2023,2,Україна,Усього,15017.0
2023-02-01,2023,2,Україна,"Професійна, наукова та технічна діяльність",20175.0
2023-02-01,2023,2,Україна,Надання інших видів послуг,16238.0
2023-02-01,2023,2,Україна,"Мистецтво, спорт, розваги та відпочинок",11806.0
2023-02-01,2023,2,Україна,Охорона здоров'я та надання соціальної допомоги,13232.0
2023-02-01,2023,2,Івано-Франківська,Усього,12292.0
2023-02-01,2023,2,Україна,Державне управління й оборона; обов'язкове соціальне страхування,18605.0
2023-02-01,2023,2,Львівська,Усього,14047.0
2023-02-01,2023,2,Київ,Усього,23098.0
2023-02-01,2023,2,Одеська,Усього,12594.0
2023-02-01,2023,2,Харківська,Усього,12372.0
2023-02-01,2023,2,Полтавська,Усього,13387.0
2023-03-01,2023,3,Україна,Складське господарство та допоміжна діяльність у сфері транспорту,15771.0
2023-03-01,2023,3,Україна,Авіаційний транспорт,29377.0
2023-03-01,2023,3,Україна,Наземний і трубопровідний транспорт,13299.0
2023-03-01,2023,3,Україна,"Діяльність у сфері творчості, мистецтва та розваг",10171.0
2023-03-01,2023,3,Україна,Добування кам'яного та бурого вугілля,22809.0
2023-03-01,2023,3,Україна,Виробництво електричного устатковання,13347.0
2023-03-01,2023,3,Україна,Виробництво основних фармацевтичних продуктів і фармацевтичних препаратів,31395.0
2023-03-01,2023,3,Україна,Сільське господарство та надання пов'язаних із ними послуг,12159.0
2023-03-01,2023,3,Україна,Виробництво коксу та продуктів нафтоперероблення,17870.0
2023-03-01,2023,3,Україна,"Сільське господарство, лісове господарство та рибне господарство",12312.0
2023-03-01,2023,3,Україна,Виробництво хімічних речовин і хімічної продукції,12210.0
2023-03-01,2023,3,Україна,"Функціювання бібліотек, архівів, музеїв та інших закладів культури",9592.0
2023-03-01,2023,3,Україна,Водний транспорт,18396.0
2023-03-01,2023,3,Україна,"Виробництво комп'ютерів, електронної та оптичної продукції",22139.0
2023-03-01,2023,3,Україна,Поштова та кур'єрська діяльність,9941.0
2023-03-01,2023,3,Україна,Наукові дослідження та розробки,16509.0
2023-03-01,2023,3,Україна,Охорона здоров'я,13753.0
2023-03-01,2023,3,Україна,"Виробництво машин і устатковання, н.в.і.у.",11742.0
2023-03-01,2023,3,Україна,Тимчасове розміщування й організація харчування,10228.0
2023-03-01,2023,3,Україна,"Виробництво автотранспортних засобів, причепів і напівпричепів та інших транспортних засобів",17305.0
2023-03-01,2023,3,Україна,Переробна промисловість,14872.0
2023-03-01,2023,3,Україна,"Текстильне виробництво, виробництво одягу, шкіри, виробів зі шкіри та інших матеріалів",10888.0
2023-03-01,2023,3,Україна,Добувна промисловість і розроблення кар'єрів,19796.0
2023-03-01,2023,3,Україна,Фінансова та страхова діяльність,32946.0
2023-03-01,2023,3,Україна,"Виробництво харчових продуктів, напоїв і тютюнових виробів",15009.0
2023-03-01,2023,3,Україна,"Постачання електроенергії, газу, пари та кондиційованого повітря",21893.0
2023-03-01,2023,3,Україна,Промисловість,16538.0
2023-03-01,2023,3,Україна,"Виробництво гумових і пластмасових виробів, іншої неметалевої мінеральної продукції",12785.0
2023-03-01,2023,3,Україна,"Металургійне виробництво, виробництво готових металевих виробів, крім машин і устатковання",15253.0
2023-03-01,2023,3,Україна,Будівництво,10205.0
2023-03-01,2023,3,Україна,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,17754.0
2023-03-01,2023,3,Україна,"Виробництво меблів, іншої продукції; ремонт і монтаж машин і устатковання",14008.0
2023-03-01,2023,3,Україна,"Водопостачання; каналізація, поводження з відходами",13409.0
2023-03-01,2023,3,Україна,"Транспорт, складське господарство, поштова та кур'єрська діяльність",14491.0
2023-03-01,2023,3,Україна,Інформація та телекомунікації,36546.0
2023-03-01,2023,3,Україна,"Виготовлення виробів з деревини, паперу та  поліграфічна діяльність",14319.0
2023-03-01,2023,3,Дніпропетровська,Усього,15936.0
2023-03-01,2023,3,Запорізька,Усього,14445.0
2023-03-01,2023,3,Донецька,Усього,13899.0
2023-03-01,2023,3,Україна,Діяльність у сфері адміністративного та допоміжного обслуговування,13438.0
2023-03-01,2023,3,Україна,Освіта,11038.0
2023-03-01,2023,3,Київська,Усього,15282.0
2023-03-01,2023,3,Україна,Операції з нерухомим майном,13754.0
2023-03-01,2023,3,Україна,Усього,15436.0
2023-03-01,2023,3,Україна,"Професійна, наукова та технічна діяльність",21177.0
2023-03-01,2023,3,Україна,Надання інших видів послуг,16967.0
2023-03-01,2023,3,Україна,"Мистецтво, спорт, розваги та відпочинок",12128.0
2023-03-01,2023,3,Україна,Охорона здоров'я та надання соціальної допомоги,13489.0
2023-03-01,2023,3,Івано-Франківська,Усього,12604.0
2023-03-01,2023,3,Україна,Державне управління й оборона; обов'язкове соціальне страхування,19021.0
2023-03-01,2023,3,Львівська,Усього,14358.0
2023-03-01,2023,3,Київ,Усього,23890.0
2023-03-01,2023,3,Одеська,Усього,12938.0
2023-03-01,2023,3,Харківська,Усього,12683.0
2023-03-01,2023,3,Полтавська,Усього,13829.0
2024-01-01,2024,1,Україна,Складське господарство та допоміжна діяльність у сфері транспорту,21373.0
2024-01-01,2024,1,Україна,Авіаційний транспорт,34163.0
2024-01-01,2024,1,Україна,Наземний і трубопровідний транспорт,17229.0
2024-01-01,2024,1,Україна,"Діяльність у сфері творчості, мистецтва та розваг",11112.0
2024-01-01,2024,1,Україна,Добування кам'яного та бурого вугілля,27777.0
2024-01-01,2024,1,Україна,Виробництво електричного устатковання,16912.0
2024-01-01,2024,1,Україна,Виробництво основних фармацевтичних продуктів і фармацевтичних препаратів,37864.0
2024-01-01,2024,1,Україна,Сільське господарство та надання пов'язаних із ними послуг,14404.0
2024-01-01,2024,1,Україна,Виробництво коксу та продуктів нафтоперероблення,17739.0
2024-01-01,2024,1,Україна,"Сільське господарство, лісове господарство та рибне господарство",14467.0
2024-01-01,2024,1,Україна,Виробництво хімічних речовин і хімічної продукції,15905.0
2024-01-01,2024,1,Україна,"Функціювання бібліотек, архівів, музеїв та інших закладів культури",10484.0
2024-01-01,2024,1,Україна,Водний транспорт,27176.0
2024-01-01,2024,1,Україна,"Виробництво комп'ютерів, електронної та оптичної продукції",27980.0
2024-01-01,2024,1,Україна,Поштова та кур'єрська діяльність,13720.0
2024-01-01,2024,1,Україна,Наукові дослідження та розробки,17745.0
2024-01-01,2024,1,Україна,Охорона здоров'я,14712.0
2024-01-01,2024,1,Україна,"Виробництво машин і устатковання, н.в.і.у.",15552.0
2024-01-01,2024,1,Україна,Тимчасове розміщування й організація харчування,13063.0
2024-01-01,2024,1,Україна,"Виробництво автотранспортних засобів, причепів і напівпричепів та інших транспортних засобів",21002.0
2024-01-01,2024,1,Україна,Переробна промисловість,18598.0
2024-01-01,2024,1,Україна,"Текстильне виробництво, виробництво одягу, шкіри, виробів зі шкіри та інших матеріалів",12665.0
2024-01-01,2024,1,Україна,Добувна промисловість і розроблення кар'єрів,24262.0
2024-01-01,2024,1,Україна,Фінансова та страхова діяльність,34798.0
2024-01-01,2024,1,Україна,"Виробництво харчових продуктів, напоїв і тютюнових виробів",18333.0
2024-01-01,2024,1,Україна,"Постачання електроенергії, газу, пари та кондиційованого повітря",25402.0
2024-01-01,2024,1,Україна,Промисловість,20052.0
2024-01-01,2024,1,Україна,"Виробництво гумових і пластмасових виробів, іншої неметалевої мінеральної продукції",16461.0
2024-01-01,2024,1,Україна,"Металургійне виробництво, виробництво готових металевих виробів, крім машин і устатковання",20770.0
2024-01-01,2024,1,Україна,Будівництво,14262.0
2024-01-01,2024,1,Україна,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,22499.0
2024-01-01,2024,1,Україна,"Виробництво меблів, іншої продукції; ремонт і монтаж машин і устатковання",17841.0
2024-01-01,2024,1,Україна,"Водопостачання; каналізація, поводження з відходами",15511.0
2024-01-01,2024,1,Україна,"Транспорт, складське господарство, поштова та кур'єрська діяльність",19140.0
2024-01-01,2024,1,Україна,Інформація та телекомунікації,45917.0
2024-01-01,2024,1,Україна,"Виготовлення виробів з деревини, паперу та  поліграфічна діяльність",15912.0
2024-01-01,2024,1,Дніпропетровська,Усього,19945.0
2024-01-01,2024,1,Запорізька,Усього,16673.0
2024-01-01,2024,1,Донецька,Усього,18861.0
2024-01-01,2024,1,Україна,Діяльність у сфері адміністративного та допоміжного обслуговування,15565.0
2024-01-01,2024,1,Україна,Освіта,12235.0
2024-01-01,2024,1,Київська,Усього,18302.0
2024-01-01,2024,1,Україна,Операції з нерухомим майном,17003.0
2024-01-01,2024,1,Україна,Усього,18316.0
2024-01-01,2024,1,Україна,"Професійна, наукова та технічна діяльність",24139.0
2024-01-01,2024,1,Україна,Надання інших видів послуг,21665.0
2024-01-01,2024,1,Україна,"Мистецтво, спорт, розваги та відпочинок",12853.0
2024-01-01,2024,1,Україна,Охорона здоров'я та надання соціальної допомоги,14466.0
2024-01-01,2024,1,Івано-Франківська,Усього,14577.0
2024-01-01,2024,1,Україна,Державне управління й оборона; обов'язкове соціальне страхування,22311.0
2024-01-01,2024,1,Львівська,Усього,16849.0
2024-01-01,2024,1,Київ,Усього,27782.0
2024-01-01,2024,1,Одеська,Усього,15044.0
2024-01-01,2024,1,Харківська,Усього,15622.0
2024-01-01,2024,1,Полтавська,Усього,16172.0
2024-02-01,2024,2,Україна,Складське господарство та допоміжна діяльність у сфері транспорту,21156.0
2024-02-01,2024,2,Україна,Авіаційний транспорт,34085.0
2024-02-01,2024,2,Україна,Наземний і трубопровідний транспорт,16741.0
2024-02-01,2024,2,Україна,"Діяльність у сфері творчості, мистецтва та розваг",11331.0
2024-02-01,2024,2,Україна,Добування кам'яного та бурого вугілля,27755.0
2024-02-01,2024,2,Україна,Виробництво електричного устатковання,17429.0
2024-02-01,2024,2,Україна,Виробництво основних фармацевтичних продуктів і фармацевтичних препаратів,37285.0
2024-02-01,2024,2,Україна,Сільське господарство та надання пов'язаних із ними послуг,14159.0
2024-02-01,2024,2,Україна,Виробництво коксу та продуктів нафтоперероблення,18490.0
2024-02-01,2024,2,Україна,"Сільське господарство, лісове господарство та рибне господарство",14543.0
2024-02-01,2024,2,Україна,Виробництво хімічних речовин і хімічної продукції,15750.0
2024-02-01,2024,2,Україна,"Функціювання бібліотек, архівів, музеїв та інших закладів культури",10839.0
2024-02-01,2024,2,Україна,Водний транспорт,26419.0
2024-02-01,2024,2,Україна,"Виробництво комп'ютерів, електронної та оптичної продукції",28754.0
2024-02-01,2024,2,Україна,Поштова та кур'єрська діяльність,13721.0
2024-02-01,2024,2,Україна,Наукові дослідження та розробки,18329.0
2024-02-01,2024,2,Україна,Охорона здоров'я,15111.0
2024-02-01,2024,2,Україна,"Виробництво машин і устатковання, н.в.і.у.",16005.0
2024-02-01,2024,2,Україна,Тимчасове розміщування й організація харчування,15235.0
2024-02-01,2024,2,Україна,"Виробництво автотранспортних засобів, причепів і напівпричепів та інших транспортних засобів",21226.0
2024-02-01,2024,2,Україна,Переробна промисловість,18717.0
2024-02-01,2024,2,Україна,"Текстильне виробництво, виробництво одягу, шкіри, виробів зі шкіри та інших матеріалів",12784.0
2024-02-01,2024,2,Україна,Добувна промисловість і розроблення кар'єрів,24655.0
2024-02-01,2024,2,Україна,Фінансова та страхова діяльність,38533.0
2024-02-01,2024,2,Україна,"Виробництво харчових продуктів, напоїв і тютюнових виробів",18197.0
2024-02-01,2024,2,Україна,"Постачання електроенергії, газу, пари та кондиційованого повітря",24538.0
2024-02-01,2024,2,Україна,Промисловість,20038.0
2024-02-01,2024,2,Україна,"Виробництво гумових і пластмасових виробів, іншої неметалевої мінеральної продукції",16747.0
2024-02-01,2024,2,Україна,"Металургійне виробництво, виробництво готових металевих виробів, крім машин і устатковання",20798.0
2024-02-01,2024,2,Україна,Будівництво,14317.0
2024-02-01,2024,2,Україна,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,22136.0
2024-02-01,2024,2,Україна,"Виробництво меблів, іншої продукції; ремонт і монтаж машин і устатковання",17975.0
